row ID,row m/z,row retention time,HATS_402_041.mzML Peak height,HATS_403_037.mzML Peak height,HATS_404_040.mzML Peak height,HATS_401_022.mzML Peak height,HATS_408_043.mzML Peak height,HATS_405_025.mzML Peak height,HATS_406_055.mzML Peak height,HATS_407_059.mzML Peak height,HATS_412_019.mzML Peak height,HATS_409_056.mzML Peak height,HATS_410_018.mzML Peak height,HATS_411_044.mzML Peak height,LA2213_602_035.mzML Peak height,LA2213_603_045.mzML Peak height,LA2213_601_051.mzML Peak height,LA2213_604_016.mzML Peak height,LA2213_605_017.mzML Peak height,LA2213_607_032.mzML Peak height,LA2213_608_024.mzML Peak height,LA2213_606_033.mzML Peak height,LA2213_609_058.mzML Peak height,LA2213_610_050.mzML Peak height,LA2213_612_046.mzML Peak height,OH8243_801_036.mzML Peak height,OH8243_802_026.mzML Peak height,OH8243_803_030.mzML Peak height,OH8243_805_057.mzML Peak height,LA2213_611_061.mzML Peak height,OH8243_804_029.mzML Peak height,OH8243_806_027.mzML Peak height,OH8243_809_063.mzML Peak height,OH8243_807_053.mzML Peak height,OH8243_810_049.mzML Peak height,OH8243_808_038.mzML Peak height,OH8243_812_060.mzML Peak height,OH8243_811_028.mzML Peak height,PB_02_006.mzML Peak height,PB_03_007.mzML Peak height,PB_01_005.mzML Peak height,QC_02_031.mzML Peak height,QC_04_047.mzML Peak height,QC_01_023.mzML Peak height,QC_03_039.mzML Peak height,QC_05_054.mzML Peak height,QC_06_062.mzML Peak height
3106,100.1120325,2.7774892,26623.416,45481.484,43957.91,47214.434,46941.945,32218.727,31183.91,35303.914,45864.24,23643.994,37686.844,56403.086,17055.07,62850.582,65934.734,55457.773,39213.58,70226.37,66288.61,34621.55,91113.266,62639.473,67581.18,40946.746,20465.96,35333.652,29856.633,35958.797,30503.104,56032.35,36691.37,50666.99,46047.836,65493.934,72428.31,31881.008,1636.3307,1110.1565,1692.6123,44745.406,47746.75,48877.598,46261.83,49192.664,46033.004
364,101.0709263,0.6108881,105494.08,104196.2,104899.95,90222.125,115545.7,93989.97,95570.4,115281.734,101472.12,97027.94,90630.57,104887.6,66576.65,65370.88,47435.28,64013.645,47658.46,71036.67,52172.754,40744.164,63381.76,51361.305,49087.01,94677.12,108340.164,107385.23,97415.8,48982.39,104813.28,122527.195,101085.76,90582.305,122326.266,107286.86,121816.3,108423.6,1137.0548,0,1020.1285,89339.09,94751.89,90329.84,92601.875,92294.11,91098.54
453,102.0549578,0.641104,413980.78,413245.72,410670.9,422117.53,379500.5,449261.47,433928.56,332571.8,392594,390017.12,416449.53,422355.88,592171.5,600264.5,632623.25,601636.25,640748.7,553392.75,647132.5,670332.5,658110.44,646351,693065.1,391780.25,419073.7,450481.94,466370.94,702151.7,420585.12,424587.47,445201,418356.44,441316.1,434946.8,427225.22,437829.12,3105.8184,2864.9587,3207.8174,490789.8,496537.9,492414.2,498396.9,482208.75,481774.12
5568,103.0542019,3.9781477,9505.373,24041.377,17025.707,18192.37,16577.828,11359.503,11518.447,19983.748,15559.001,9627.115,12796.941,20556.49,15743.659,13851.345,17964.611,13082.048,14079.187,9328.002,13563.13,12921.681,20822.498,8418.64,16212.63,50506.33,12275.386,21711.973,9185.908,24172.998,17516.566,7871.3145,14386.55,16651.654,24013.99,14900.135,15380.786,9301.364,1800.0142,2731.3494,1151.3253,16082.15,19913.105,16594.87,16740.377,18736.555,19768.02
2723,103.0542247,2.5438855,196963.94,232544.06,233201.03,201711.9,317119.03,196461.58,172716.31,233300.6,236537.97,159840.7,218364.14,321963.44,129045.305,195453.73,225850.05,201513.81,212068.61,224188.3,347469.03,189898.62,257706.61,327060.44,250019.95,346550.9,230755.77,261948.36,256189.77,242351.39,313582.28,379779.34,316958.12,312944.12,361571.47,376760.3,383189.2,339914.3,1840.7476,1566.6545,1445.9075,246011.92,255719.62,258433.53,256504.58,243185.3,251536.94
1424,104.0528155,1.065307,75342.016,72663.664,98486.46,78438.71,128792.766,69918.09,64246.617,88647.18,78838.375,71890.95,75845.97,105331.26,77234.1,188235.25,240140.72,252137.2,193437.98,217610.7,266267.22,151346.98,258139.3,245574.8,222598.16,103021.46,87623.18,99653.84,82424.82,159695.02,109304.01,115658.56,81283.055,122101.92,108167.15,129118.48,135535.22,118637.664,0,0,0,142526.52,131748.64,142096.44,141859.47,144942.33,130475.96
397,104.0592646,0.6302757,911384.44,3234.576,4026.6704,3363.092,3529.0388,1575439,2767.2844,2967.58,3400.0894,3651.5295,3508.7222,2391496.5,3907.7573,5129.2036,4036.2583,3880.1487,7132.838,3564.4807,4816.9004,5229.744,6041.2065,3654.1116,3513.1294,3235928.8,2312412.5,1403187.8,4277.0107,4938.867,2213502.8,3107.4468,3691.4485,2208173.5,4198.4355,2635.5308,5685.785,3047.4194,0,0,0,3103.8503,4371.55,2995.4521,4149,4008.1013,3204.1277
426,104.0708451,0.6292385,2498815,3274537.2,3265154.8,3602852,4000426.2,2522759.8,2374514,3509658,3862798.5,3250134,3181953,3128421.2,1237809.1,1756531.1,1058236.2,1779994.6,1680350.2,1909496.5,1328158.6,1125229.6,1228389.1,1511817.5,1146863.5,4028730.2,2301126.2,2169438.5,2174260,927645.7,2505280.8,2556797.2,2170255.2,1980134.9,2471391.2,3092050.8,2514945.5,2604223.5,5152.864,5477.8413,5567.326,2221395.5,2242724,2233537.2,2268050,2223214,2214562.8
326,104.1074254,0.5997596,4192158,4506788.5,4466335,4506087,4407152.5,4389543,4441916.5,4643859,4476118,4585277,4592687.5,4330805.5,5260226.5,5272734.5,4989835,5775661.5,5670889.5,5682777,5266481.5,5648266.5,5563362,5472024,5767653,4941279,4683364.5,4679945.5,4449416.5,5657913,4934230.5,4593084,4384611.5,4582028.5,4920398.5,4429269,4698523.5,4589294,7739.36,7617.8647,8872.389,5018817,4842932.5,4947553,4913672,5000268,4967198.5
387,104.1248215,0.6135892,158717.28,246090.86,240655.11,246382.36,264137.53,146173.31,223540.2,258637.58,247996.95,246773.94,256970.73,240138.08,236874.97,246594.2,229606.95,226115.17,240099.12,247402.27,252475.42,223190.36,248424.78,220237.56,223825.72,201858.33,232462.77,194366.83,213606.36,236752.47,208300.02,242561.48,204365.48,238495.19,263302.97,240953.31,251163.48,244155.11,0,0,0,234147.69,253746.78,258277.94,210058.78,204740.72,212326.12
338,104.1306335,0.60107374,158717.28,177335.98,187479.2,179575.9,174803.86,172290.28,183859.34,187328,177607.34,186840.39,191065.84,171168.28,217793.34,201646.33,190189.39,254658.6,222886.9,225291.2,205236.11,223190.36,218394.52,220028.14,223825.72,201858.33,189344.38,194366.83,174959.19,219746.31,208300.02,185117.2,178259.11,175772.17,213476.98,178648.31,192796.08,186491.97,0,0,0,200414.48,198212.2,200136.73,200447.81,204740.72,212326.12
3241,105.0698703,2.8523927,65933.555,104620.92,106956.6,129785.78,154578.53,105403.375,108871.44,99853.38,93228.43,83906.336,122330.91,139109.88,106197.13,131825.16,115477.79,123903.086,106086.68,117925.49,82424.555,101789.09,81030.98,83589.85,79909.8,173853.31,96441.83,109920.42,134733.11,103733.33,111731.58,147282.34,122402.57,132389.8,150626.05,154053.78,131426.94,121622.11,2842.7512,2771.1355,3203.7393,112036.01,108305.03,118609.83,107480.88,113004.64,111811.555
1712,106.0684125,1.2653452,54014.918,67642.625,89003.46,98509.31,115417.82,73719.61,76857.98,74469.28,73803.53,69478.46,104865.55,110131.41,1174.5823,4050.8477,1770.8916,5395.1587,2267.888,3264.557,2554.2598,1766.8828,2781.0903,1939.3228,2425.2322,71713.03,52998.016,68281.82,108164.664,2562.0735,71680.45,88972.71,80138.81,89009.33,75420,123264.97,90678.445,87494.77,0,0,0,52657.082,54105.082,52526.758,51681.17,56816.12,56334.28
2700,107.049106,2.5383244,59489.598,69672.484,78780.1,62996.87,96006.76,62075.617,58465.6,72617.016,71948.92,57737.42,65204.34,87689.945,47568.26,60928.14,69894.23,65588.734,69899.38,66312.15,97099,62868.25,81389.7,88255.33,76124.39,113978.016,79075.52,89441.36,83508.34,73388.26,91852.15,118570.914,91916.01,106907.45,123104.7,116406.3,121279.555,100020.23,2736.9316,2469.5247,2712.1738,76156.016,89074.57,87356.39,78344.8,78457.2,78349.52
100,108.9619458,0.52226293,45662.38,44571.297,46610.406,43385.496,44669.234,41483.406,43955.273,39762.086,40171.42,40460.695,46464.324,48516.84,33748.344,25351.416,40785.605,29997.168,31734.744,30608.832,28134.822,31894.924,33706.496,30276.314,31576.71,38032.74,41270.91,37775.3,41367.33,30272.133,42356.863,42215.004,38508.504,43468.797,38529.496,43798.508,48337.996,38519.48,1524.3762,1902.5986,2073.2197,37925.723,36319.707,37496.26,39874.492,41234.473,38069.93
38,110.0091081,0.52003735,3476096.2,3305236.5,3400679,3365148,3506798,3436117.8,3265673.2,3339140.2,3195459.2,3239991.2,3408042.5,3552269.8,2730609.5,2303477.5,3129752.2,2592676.5,2429486.8,2336094.2,2247761.5,2441444.5,3137127.5,2476694,2461286.8,3107423.8,3153278.5,3244933.8,3204593.5,2412464.8,3241525.2,3324500,3237386.8,3274336,3286163,3480634.5,3448274.2,3315959,35999.65,36414.363,8634.775,3156467,3138197.5,3157207,3134623,3169883.5,3074183.8
33,110.0329729,0.5189263,142154.69,134923.62,137810.48,139357.72,140085.83,136317.23,131785.3,133031.84,131327.22,132276.75,139967.77,142594.72,115640.67,108571.914,130554.33,113792.67,106099.77,104432.42,103182.266,107792.88,118713.68,107348.305,107899.8,125238.375,121965.39,129329.13,134179.34,105876.04,133899.44,136527.33,131206.25,131937.7,132149.56,134213.61,136631.67,135570.06,1035.4557,1339.5111,1024.4706,131107.16,129183.86,130981.88,128236.94,128128.086,125602.93
1543,111.0078032,1.1192559,361216.88,348781.34,340931.6,352741.8,366078.97,333217.94,328564.34,361861.38,344839.6,362811.53,356736.03,384788.44,355986.78,381403.53,366706.97,367869.12,360527.25,384064.22,324118.8,366268.75,338143.4,343155.22,340605.28,332800.78,321537.75,272330.3,330288.53,352617.56,341022.5,339910.53,323410.25,337048.72,343115.9,355810.28,356533.5,354121.06,1666.0312,2058.5076,1647.8705,347347.56,343648.4,360960.16,353726.94,355272.4,349163.56
28,112.0062511,0.51873964,470498.47,475257.22,465688.4,465843.7,470974.84,474671.25,450757.62,469029.12,456063.84,462954.03,467975.2,484667.25,408444.78,373616.38,455518,411268,390889.66,375909.03,377849.97,396461.38,412847.7,397496.53,394731.12,447420.1,442786.28,445091.2,466626.03,383149.53,446511.53,470861.7,458976,444575.56,459193.47,476252.5,468291.4,459796.03,6196.7983,5376.6113,6681.661,444570.22,443980.94,461572.9,446396.1,424369.88,449946.5
2124,112.0505298,2.2533631,45593.027,42307.79,44584.098,50447.93,45643.203,59434.703,43929.62,51553.527,45312.56,41890.375,53223.15,49088.082,45368.574,47912.883,72000.93,64115.613,45302.117,52780.344,74593.21,57162.625,63680.516,56902.617,68476.62,47630.82,47836.348,63217.86,60518.555,60493.582,60253.547,52486.164,67886.44,62007.395,60122,54975.234,61089.76,58979.324,3601.6155,4270.0454,4362.2554,63950.754,61168.297,62712.832,55238.707,59971.723,59651.066
1264,112.0505412,0.9738675,344287.97,365886.06,381103.88,409689.66,378026.3,424461.6,389901.53,400125.9,388651.9,362349.06,506697.25,434973.1,411443.47,488285.53,539908,524714.25,443680.84,470989.75,565103.3,525563.1,531954.06,534009.25,558367.56,396120.88,369104.03,457246.7,482750.66,553762.44,480617.03,470884.97,519756.38,483983.38,476599.94,484217.6,512220.56,514237.1,1459.6421,1050.0459,0,463779.03,456976.72,484385.2,480765.66,486329.06,468972.84
974,112.050582,0.71044403,312732.5,337767.22,371786.47,384673.03,352141.34,402936.8,395741.1,349622.9,371716.53,333792.94,453148.8,379487.25,264416.9,386232.1,500852.4,390766.16,401933.2,380310.16,449040.5,467385.88,458537.56,472541.03,477942.3,404178.84,370141.62,491475.03,455594.8,425747.5,458951.88,427453.56,484701.62,484306.5,464347.6,437567.88,504736.78,448367.22,3630.9905,3327.933,3857.9697,418228.88,427295.44,424153.16,407284.47,408338.5,418266.7
191,112.0868881,0.5327405,39448.5,71541.47,33861.145,76319.85,61687.64,46688.62,35944.21,43405.426,69967.5,38386.69,48561.98,49404.965,937720.06,1944827.4,1040641.1,3261652,1338628.5,2553631.5,2088220.5,1467861.9,1409430.9,1267251.5,1905702.5,166271.62,139515.53,160057.86,124183.484,2073686.5,75790.85,67454.46,94164.805,98862.26,130336.6,145831.69,97477.2,100526.68,0,0,0,1130514.9,1113095.2,1119899.1,1125938.4,1097152.9,1084597.2
187,112.1099509,0.5340893,2359.7588,3586.0312,0,4229.1157,3378.4055,1582.3518,1471.3903,1165.0905,3758.886,1602.125,3002.941,1476.1901,41879.28,85951.22,46403.727,126714.055,59638.098,118225.44,93788.45,63816.074,62174.676,58053.777,86452.18,5912.239,6719.3633,6998.466,5020.8843,96000.47,3522.7131,2625.4402,4623.8438,4498.1562,5733.0176,6650.624,5092.367,4269.1016,0,0,0,53458.805,49614.562,49607.484,50760.73,48322.27,48195.938
1915,113.0345762,1.5815856,246242.6,261063.55,360426.4,394628.1,267947.62,375132.16,345666.66,335740.53,360611.5,230648.12,387638.62,366438.72,236784.94,261232.53,349906.2,342664.44,244222.86,263189.94,316722.62,331676.78,359783.28,344475.53,383364.88,340633.12,341505.84,430561.16,395702.6,363847.97,431996.1,404977.7,386674.53,392177.38,413624.1,378990.97,423819.56,379153.66,0,0,0,362408.44,361739.97,355699.8,373162.94,348784.12,356252.1
2869,113.0596705,2.6077857,14308.151,14632.309,15189.246,13423.021,18357.807,15367.992,10085.937,14504.095,17185.36,12500.193,14566.629,15437.492,18942.465,36313.37,37630.12,47828.1,37020.164,48790.508,39936.344,38543.06,33284.777,40982.285,36162.062,13452.804,15424.3,21518.586,20764.742,43810.71,21754.635,13563.666,17397.338,18543.287,14569.476,21891.062,17382.004,18337.012,1313.7461,1271.6786,0,28437.33,26843.19,27581.79,25553.844,26287.932,24776.738
1892,114.0379152,1.577215,14528.461,14769.215,19037.018,21645.928,13844.946,19548.828,16896.033,17953.287,19701.406,13033.343,22721.555,17235.004,13581.531,12702.556,18029.291,16029.034,13940.284,17645.234,17232.85,18034.447,21150.248,17351.559,15688.923,19005.7,16950.586,23311.064,18300.562,17613.717,21226.762,21562.43,21985.574,21056.764,21617.48,21307.586,21874.842,19193.172,0,0,0,17972.928,16907.223,17655.654,16677.93,15968.289,19100.74
68,114.9875032,0.52144504,72994.3,76067.49,84803.234,70466.46,78876.44,82259.734,78862.86,73783.13,74186.26,70487.734,74973.67,76415.65,64283.926,60349.64,72245.055,65348.246,62826.613,66387.766,57904.76,63263.33,68079.79,64302.562,60158.184,68690.99,63035.234,69552.35,73274.18,62078.6,75191.94,80743.74,73611.33,71534.61,81781.6,72933.266,72213.58,77059.64,1362.0391,1349.0796,0,70053.266,68958.29,73529.766,68053.26,68441.68,72804.61
2451,115.0389801,2.3986132,145756.84,209223.17,321954.25,262525.22,225653.64,264821.62,335313.47,305670,220646.55,220542.23,463914.1,403371.84,405023.56,365961.16,653107.2,427005.8,214032.12,266555.94,343370.8,564451.06,373596.4,343317.53,543831.06,241367.84,244282.17,407971.3,412300.3,626829.25,392461.78,330103.94,338987.06,317622.62,260500.53,326793.28,309134.22,356842.62,0,0,0,397413.94,379269.1,368177.2,383925.62,352688.4,369709.72
2398,115.0565946,2.3734224,6038.2495,6396.778,8622.843,8892.389,7460.131,9332.508,11544.768,6765.583,7134.684,7180.07,10894.877,15951.37,14549.738,13907.051,26575.834,9132.124,8035.81,8330.923,12249.085,21852.48,10261.717,8644.48,10344.407,7366.19,8671.113,14340.784,8846.76,24409.295,14262.8545,8510.069,6850.022,8643.082,8612.1,7849.125,6061.851,21412.258,1172.9828,1112.6715,0,15030.491,8570.596,12283.678,8449.357,8974.069,11406.631
879,116.0707214,0.70451075,173934.78,311756.88,407425.34,383946.78,249228.14,318462.56,331914.84,262285.66,341638.4,240964.16,402851.34,559022.6,1126495,1952331.1,893290.75,2334175,667746.7,3117678.8,2058378.4,1182534,1465076.9,1178228.1,1975194.8,325365.84,315250.44,491285.25,498214.06,3625074.8,473100.25,699543.56,755351.25,566190.44,679086.8,752312.1,684241.6,459962.28,3283.6401,2319.181,2429.1384,1069139.6,1102189.8,1119750.2,1079693.2,1071706.1,1046436.2
862,116.0939427,0.70555997,5984.9424,8070.5723,15235.896,14656.001,8410.895,9427.898,5223.396,9132.859,11321.493,2071.5786,14796.883,21137.402,48729.383,89309.88,37362.207,107683.8,26204.617,119681.46,90972.164,52704.996,63144.082,52837.656,90649.07,9224.963,10556.369,19692.303,19021.727,143377.84,19363.81,27066,31544.879,21608.906,26383.822,31431.1,27300.676,17735.703,0,0,0,47954.453,47568.164,48798.26,45392.7,45287.273,44039.73
4118,117.0572913,3.2871456,15061.287,16939.045,13788.665,21230.477,14566.657,16379.444,14199.924,9284.333,10784.511,12031.269,16434.82,17382.6,17087.672,21693.36,31754.14,24794.74,22686.379,20376.842,13026.028,17873.938,19345.795,17859.855,18105.873,10525.621,10704.586,11842.02,13929.489,19654.414,12125.259,14986.864,14024.599,11239.157,15349.554,17435.654,16538.932,13049.333,0,0,0,16137.478,17869.06,18947.354,21387.613,19390.266,15521.313
470,118.0863082,0.63887995,160310.66,249030.84,137718.9,220555.72,191497.05,194209.81,141564.66,635423.5,97222.21,118827.586,176748.67,147171.12,246554.23,261628.3,256508.08,225414.6,227985.62,252395.98,226704.03,254513.03,236068.05,214954.53,311773.2,132372.5,76973.48,108836.91,197934.17,242571.73,90298.56,93954.68,120201.21,102749.55,95627.734,96626.484,106508.555,123247.766,47972.81,47429.55,50289.227,206721.83,209895.81,200805.97,190134.1,179952.7,190554.55
1231,118.0863206,0.9366337,535633.7,497232.25,557620.06,443481.16,531464.3,438216.34,406114.78,544409.3,570781.9,425872.12,419086.62,577192.5,156718.8,247911.86,377012.25,252354.75,364601.2,341288.8,635191.9,416350.4,602389.4,686823,621650.6,533978.2,495863.34,627053.94,501071.3,510135.25,623363.3,700853,641604.06,648767.1,636373.3,755052,763352.56,621607.94,37253.266,39261.71,37258.477,521545.03,549961.44,533386.3,527880.75,520984.47,505925.44
962,119.0161536,0.7097321,37652.617,66643.75,64658.16,61846.83,85920.77,63518.918,77047.8,70340.64,63537.004,44714.37,60443.508,93689.9,15663.115,16729.455,31794.215,19479.676,21990.664,21613.637,26996.732,28684.926,41837.605,45452.93,56542.07,92796.19,94912.914,97896.12,91719.68,22743.201,76932.75,96917.15,63022.46,94660.91,92192.42,96000.914,93857.66,106518.945,0,0,0,50715.516,54817.426,50459.85,53111.652,47680.766,56007.934
379,120.06557,0.61459327,171304.28,163021.98,174074.67,110314.23,171988.03,123564.38,141083.84,152158.45,152028.38,169650,150317.48,163215.61,61924.51,88809.88,82211.984,68579.21,89075.76,92344.86,109908.85,78756.05,82603.05,110661.33,91987.02,153971.47,236939.3,173911.28,175234.55,94756.75,122957.33,192527,168973.81,200720.69,161208.55,224720.44,205262.83,211142.12,1186.0742,1427.006,2389.2898,141856.36,150442.6,138036.77,142704.27,136203.84,136373.05
2718,120.0811866,2.5390654,1993568,2246250.2,2403008,2037982.6,3457758.5,1900558.5,1822162.9,2409089.2,2368413,1774325.5,2165437.2,3234415.2,1311161.6,1860131.6,2462323.8,2125075.8,2160061.8,2205411.8,3637083.2,1999091.6,3100874.8,3107547.2,2674441.5,3802257.5,2314051.8,3098044.5,3118285,2506204.2,3156440.8,4052569,3101852,3501880.8,3929755.8,4125021.8,4235959,3588384.5,1012.1202,1468.6099,1271.1262,3099409.2,3090175.2,3080352.5,3120748,3006649,2816221.2
2719,120.1059639,2.5400486,90893.87,102428.586,106258.88,87299.73,136185.52,83326.69,78170.76,106325.88,105636.9,72446.85,95288.35,133920.27,58504.395,81488.984,108111.22,96007.11,98580.02,99956.94,147028.16,90735.48,122046.65,132042.16,110007.91,147983.36,104277.35,127931.88,117573.11,112392.555,125253.33,156959.72,126272.805,137381.84,149281.42,164639.62,162125.4,142072.77,0,0,0,121023.99,117940.21,120188.54,115910.09,116533.96,113916.32
1983,121.0644142,1.7913388,397236.88,267660.47,249923.66,402594.84,240419.64,399786.56,318395.44,332855.03,220112.94,179360.67,349667.9,263905.28,162358.17,185246.47,249487.95,260089.6,161127.97,250016.73,222353.39,237924.5,219676.38,199039.97,200914.69,95635.734,115521.94,237222.97,215376.5,260754.33,185289.36,231335.1,365320.88,197108.17,175865.98,231440.86,265088.6,147996.47,4846.0747,4777.588,4769.159,240237.25,233781.84,237786.98,239535.05,235851.95,238096.64
386,121.0683598,0.6221932,9163.722,7119.5938,9923.755,6184.3765,7628.9424,6233.2227,6331.102,8200.188,8238.597,8575.177,8190.158,8471.593,3296.7761,6005.551,3804.548,3689.1697,5786.737,4514.901,5550.188,3520.6995,4823.4404,5185.2876,5077.106,5636.4575,8879.825,7639.1187,6960.0674,5755.665,7011.574,10238.255,11132.51,8266.524,10316.259,9938.028,11291.301,8440.305,7514.6997,6951.551,7086.7,6053.1553,5141.8555,6973.7793,5496.48,8236.47,6417.9883
3242,122.0964408,2.8501673,72546.23,109691.88,112650.7,119027.04,163953.08,103331.414,102417.875,104759.37,105099.164,85297.3,129202.62,140644.52,112947.22,129557.76,116096.3,126392.484,86672.12,125186.35,96207.48,108347.586,91544.55,90465.41,87511.49,193724.4,94364.22,130704.6,145522.86,105918.1,116707.3,141845.1,127955.69,135240.73,156500.58,153699.34,148826.67,126229.21,2119.5212,3478.3442,3921.125,124736.516,114375.164,113220.69,123552.95,127275.4,118062.84
243,122.9196366,0.5671052,578057.1,589388.25,583044.2,593062.5,565047.7,583585.3,573227.75,586470.7,588257.6,576062.4,603289.3,575581.56,593293.3,595801.3,595062.94,606533.75,607505.4,596979.94,600973.44,604665.44,579376,588041,571595.4,564258.4,559820,602678.1,583096.2,604335.44,590358.44,597318.94,574379.4,586667,590459.94,583298,584089.8,595382,0,0,0,590317.56,581456.44,609992.1,587308.9,591108.4,589562.44
1868,123.0440843,1.5239786,47653.605,49954.55,41394.44,32689.363,71513.14,37586.86,32804.746,63185.645,37517.18,33807.58,37283.34,57197.117,16167.558,16524.596,24350.777,16284.163,18541,19438.207,37309.965,41145.01,32216.15,48221.273,38774.258,55734.3,42095.586,47613.43,43390.016,43848.703,43024.047,44377.008,60154.324,46396.5,56615.26,64130.32,63941.324,51058.273,0,0,0,40486.414,38244.117,40475.39,39630.31,41461.85,43264.156
883,123.0552995,0.70484966,36834.48,40032.758,48009.297,62789.457,42686.848,60111.195,49901.75,46130.11,62071.605,41166.66,53072.98,50817.152,42957.38,50166.207,61628.594,39206.39,41840,39021.258,33645.383,45204.668,33783.4,33217.92,35369.586,58124.984,43305.496,60681.895,51478.832,38017.887,59255.285,50042.465,57465.94,52523.305,56018.414,55173.832,55559.484,48477.266,0,0,1345.748,52367.12,53058.414,55340.13,53538.777,51279.77,51594.457
1248,124.039339,0.9609213,60947.535,72303.52,77957.64,110534.62,80919.93,101940.06,90622.35,120961.95,100470.87,67718.4,99659.18,89698.61,110181.586,105259.07,168660.28,113709.96,91693.84,71024.34,163024.12,118734.81,143741.36,152484.08,203965.36,85597,101296.875,133259.12,115485.13,168819.6,124037.16,105711.28,139639.61,100407.22,99410.45,97346.64,92481.91,99341.37,1122.28,1110.1343,1162.7313,120037.31,126516.7,130052.55,135006.36,116181.055,123274.516
960,124.0393575,0.7135963,64426.46,87603.88,89722.39,91230,81358.74,88664,102892.57,103786.04,93286.35,85800.91,100562.61,82231.805,93517.75,102631.31,184517.84,96717.79,97194.086,82196.65,146185.48,116920.695,146856.17,138620.39,181249.3,114928.875,109120.29,147115.05,119179.84,134368.36,117331.875,105792.63,132707.69,114283.86,105364.68,107314.38,106964.54,98149.336,1134.034,1219.1653,1281.3802,112031.414,113613.55,113668.15,112729.71,116782.49,105314.25
3631,124.0757227,3.0737028,1002.41565,12822.106,5505.756,26746.098,4952.0474,6982.8687,4494.6216,6262.7524,17414.639,9274.804,17877.346,15171.3,19825.879,43352.14,46020.633,40722.297,27760.514,38486.45,25764.107,41698.613,23374.203,25978.23,24270.104,22325.64,11046.772,15202.422,1025.4633,41626.72,4835.656,1043.3105,7685.2207,9706.816,14530.304,17671.307,8819.914,8863.951,0,0,1075.9124,18897.492,23070.336,19774.883,22016.98,21936.734,19296.117
170,125.9862329,0.5272688,46151.688,58610.457,63090.03,93687.336,67755.016,49297.965,60566.73,57899.184,67376.52,74047.2,62698.2,63021.94,104542.586,199359.77,223439.98,151701.66,190168.08,172266.38,140890.7,234628.42,128295.555,204625.89,214522.94,49532.438,55419.17,46119.465,64724.08,246859.73,54989.926,62483.566,67317.15,56745.19,72599.305,54113.75,54373.79,71520.945,26822.559,27512.318,27034.6,127408.484,124997.72,124658.17,121745.94,123592.95,119534.95
30,127.0240344,0.5190458,106409.85,109031.84,105937.445,107799.78,117431.42,117204.53,100758.91,105019.98,108115.67,100289.46,116158.47,112764.766,91005.91,95079.97,107602.47,92863.37,89312.55,87188.58,91002.25,87318.1,90957.78,90718.97,92334.7,99592.24,100767.336,112218.32,107559.58,87845.9,105453.586,108517.664,107691.62,103733.01,115151.64,106237.375,118746.23,118145.71,1710.7358,1172.6367,1305.9565,103363.84,0,109633.555,105541.42,94759.31,111920.2
8217,127.0389947,5.11021,57414.348,46203.605,43927.906,37234.73,42306.07,50702,42346.555,44839.85,43967.97,43877.938,45287.543,42594.2,65889.92,61772.24,64559.918,66957.87,62032.973,67420.375,69046.34,60387.63,66121.67,61044.94,67400.2,8917.094,23504.396,10559.529,7913.6724,64221.59,13098.303,7943.053,7735.429,10246.212,7087.5557,9006.819,12550.853,9330.237,1275.824,1359.4906,1260.015,60221.61,58745.902,61684.03,57019.207,67604.55,59969.92
46,128.019316,0.5188364,33880.496,30395.582,32936.332,31980.006,34410.33,33703.04,34412.043,34952.43,29373.068,30236.557,29009.1,36084.45,31422.82,24568.523,32094.262,24271.021,24870.762,25897.398,25351.334,25930.475,29151.082,26249.492,28428.846,29218.441,28941.426,30924.06,31081.564,22991.2,26091.799,31260.238,30330.498,34586.73,32086.408,33485.387,31060.135,31526.027,0,1195.3845,0,29652.314,31569.688,30843.266,31708.348,33606.64,29571.926
1545,129.0184178,1.1243048,1058612.2,1025019.6,1015533.5,1023186.75,1093175.9,967925.25,960164.3,1071073.4,1002878.4,1088090.4,1048010.25,1143463.2,1026070.94,1136208.9,1059194.8,1085457.4,1082195,1131303,971765.9,1076370.2,1001021.75,1016649.2,960618.2,942146.4,916103.94,893228.94,987789.4,1063124.4,983536.94,971102.1,931075.4,938089.25,1009029.1,989670.1,1049288.4,1050074.2,0,0,0,1073596.9,1049725,1024645.6,1046201.4,1056379.5,1017830.94
147,129.0213789,0.52388287,24511.979,20370.408,24147.781,20880.61,20416.035,23927.688,20576.117,22939.055,22209.844,22825.182,21236.684,22488.873,18958.625,20333.068,21878.633,19980.725,19873.27,17376.078,17025.047,17851.443,18909.107,18542.01,17028.049,18382.43,19828.543,19949.713,20596.283,19555.518,21249.283,22921.154,19778.605,22461.51,21715.852,22201.867,22396.719,20530.654,0,1378.5101,0,22478.244,17020.562,21016.984,19022.252,18184.744,19872.682
34,129.0396544,0.51855516,119002.77,119691.91,119625.08,117506.76,124611.516,116167.07,107675.43,113490.336,113370.86,115201.375,125979.34,116860.16,98255.13,91461.16,108958.83,93952.64,94798.39,92061.05,95947.484,101090.99,102210.49,87219.63,92394.11,113062.41,102375.72,113454.516,111888.99,89783.51,110425.61,109890.586,110507.98,107797.8,113992.78,122311.945,128765.73,113457.164,2405.9504,1507.0781,2615.8208,110232.77,118001.734,112301.28,106188.88,103325.69,105979.86
