row ID,row m/z,row retention time,HATS_402_041.mzML Peak height,HATS_403_037.mzML Peak height,HATS_401_022.mzML Peak height,HATS_404_040.mzML Peak height,HATS_406_055.mzML Peak height,HATS_407_059.mzML Peak height,HATS_408_043.mzML Peak height,HATS_409_056.mzML Peak height,HATS_405_025.mzML Peak height,HATS_411_044.mzML Peak height,HATS_410_018.mzML Peak height,HATS_412_019.mzML Peak height,LA2213_605_017.mzML Peak height,LA2213_602_035.mzML Peak height,LA2213_603_045.mzML Peak height,LA2213_607_032.mzML Peak height,LA2213_604_016.mzML Peak height,LA2213_601_051.mzML Peak height,LA2213_606_033.mzML Peak height,LA2213_609_058.mzML Peak height,LA2213_608_024.mzML Peak height,LA2213_612_046.mzML Peak height,OH8243_801_036.mzML Peak height,LA2213_610_050.mzML Peak height,OH8243_804_029.mzML Peak height,OH8243_802_026.mzML Peak height,OH8243_803_030.mzML Peak height,LA2213_611_061.mzML Peak height,OH8243_807_053.mzML Peak height,OH8243_805_057.mzML Peak height,OH8243_808_038.mzML Peak height,OH8243_806_027.mzML Peak height,PB_01_005.mzML Peak height,PB_02_006.mzML Peak height,OH8243_810_049.mzML Peak height,OH8243_809_063.mzML Peak height,PB_03_007.mzML Peak height,OH8243_811_028.mzML Peak height,OH8243_812_060.mzML Peak height,QC_02_031.mzML Peak height,QC_03_039.mzML Peak height,QC_04_047.mzML Peak height,QC_01_023.mzML Peak height,QC_06_062.mzML Peak height,QC_05_054.mzML Peak height,
623,100.04718101030042,0.6590671,4753.266,3611.0156,4377.072,3472.6213,4247.165,4137.7983,2979.37,4391.471,2632.4233,2560.7363,5082.5146,5008.391,6295.2495,6986.8076,4583.317,3468.3127,3795.0845,6316.103,5373.31,4674.3115,5409.16,4243.7217,3399.3232,5432.8066,3867.9353,4250.619,3452.362,4464.4253,4761.9795,3831.207,3697.2695,3270.4648,0,1122.9402,4169.0195,4102.2417,0,3549.6787,2860.282,4576.9365,5011.1855,5266.9424,5043.1455,5486.2173,4823.4453,
930,100.07566806298583,0.70376813,3251.0942,3062.12,2896.1401,4147.489,4499.846,3291.474,6091.772,4884.9453,5127.001,4103.077,5273.49,3287.373,5280.022,6087.118,6582.611,7440.8545,5075.9185,7902.4575,7659.9385,6244.2036,4759.483,5660.4927,4359.699,6176.8257,2720.4517,2786.5935,3633.2878,8353.015,4072.0017,3683.3845,5146.632,3171.169,1451.7163,2712.8,2392.7468,3013.6453,1520.0054,3022.3992,4162.704,4491.326,4881.647,5173.695,4376.217,3990.581,4518.3857,
1670,100.11198989980866,1.306698,1597.1528,2647.4646,2595.4504,2133.9785,1990.9191,1774.8289,2209.089,1796.0449,1573.2102,2460.8125,2744.5122,1766.953,3037.2903,2571.2207,3240.1667,3344.493,5509.2153,2524.818,3641.8948,3493.2485,3999.3916,5536.144,1828.0948,3430.7964,1710.6112,1683.0588,1519.0161,4725.8643,1781.9617,1210.4985,2780.9421,1778.3087,1154.4043,1276.227,2186.0613,2295.7354,1245.5911,1862.3682,1806.6534,2208.329,2937.0103,2507.1968,2850.7644,2357.7961,2343.0674,
3796,100.11199044242876,3.2294984,4546.081,5411.3506,5322.6772,5538.5854,5540.333,5962.49,6270.8477,5545.5146,4996.06,8281.877,5157.811,4226.045,5868.447,8689.632,6111.4443,5032.656,5831.041,5956.4556,5117.506,5500.9766,5800.7246,4167.063,5425.68,4951.8755,5188.4697,4952.269,5608.8364,6099.8857,5389.034,6644.2847,5020.1313,6158.487,6118.019,5341.4927,5397.245,5014.7256,5422.808,5261.664,5775.9565,6310.9126,5646.344,5789.624,6079.0317,5364.063,4667.7964,
2989,100.1120328520175,2.777489,26623.416,45481.484,47214.434,43957.91,31183.91,35303.914,46941.945,23643.994,32218.727,56403.086,37686.844,45864.24,39213.58,17055.07,62850.582,70226.37,55457.773,65934.734,34621.55,91113.266,66288.61,67581.18,40946.746,62639.473,30503.104,20465.96,35333.652,35958.797,50666.99,29856.633,65493.934,56032.35,1692.6123,1636.3307,46047.836,36691.37,1110.1565,31881.008,72428.31,44745.406,46261.83,47746.75,48877.598,46033.004,49192.664,
1747,101.02325711950046,1.5106707,21263.867,22419.418,27320.064,26748.629,24193.87,16681.271,15102.629,21331.518,22934.594,18062.607,34104.57,19034.701,28395.4,41913.094,24703.576,29043.105,34459.207,22579.234,9274.844,16380.457,10000.164,9085.124,13928.303,6909.0205,17213.021,18395.943,11893.849,14399.387,11935.649,30612.307,15881.707,11745.082,0,0,11794.08,9505.566,0,9125.395,18646.88,22438.324,19760.7,23592.809,20060.207,24738.402,22903.924,
2481,101.02328660029328,2.4639668,17070.62,15205.723,17139.379,14956.564,15715.309,16398.02,21826.021,17385.77,13816.8125,21791.537,17323.74,10382.152,17812.1,21347.787,23803.18,23993.951,19541.57,34142.52,21532.152,16463.018,13101.728,10811.401,13156.886,14334.857,14888.122,11071.466,13969.85,20957.885,15234.738,17142.738,20084.777,16367.659,0,0,15891.673,15993.615,0,19099.686,18113.152,16063.921,20018.115,15933.5,17737.805,17036.242,15041.768,
2453,101.05963359387772,2.452484,4251.0205,5032.653,5502.2866,4375.435,3530.6692,6279.4873,5521.6196,3315.8152,4211.7446,5870.6094,6226.2974,5240.537,5945.998,5257.933,6586.345,5571.271,7700.2354,6679.64,7827.163,5539.8394,6146.0547,5825.79,4030.6926,7052.7764,4422.5376,3787.3337,4528.766,7163.2407,4907.467,4810.643,4168.0874,4527.176,1200.7283,1177.0428,4751.082,4465.5596,1746.3302,6408.137,5021.15,4129.571,5399.585,5142.9272,4391.5425,5843.2627,5815.196,
7077,101.05965259377383,4.87067,23371.754,22873.076,25005.234,22501.922,23736.014,23366.234,22810.305,21938.508,22560.51,23527.451,22282.41,22923.418,20396.059,24800.309,23279.326,24750.09,23117.586,22156.822,23889.852,24746.97,22671.71,22935.506,21563.816,20243.135,22797.01,25998.697,23132.027,22447.146,22788.445,21956.754,22046.826,22533.102,25987.516,24157.105,24019.291,22323.816,29057.129,23677.098,25536.72,22890.95,24928.219,24169.059,25485.266,24177.195,24064.791,
952,101.05965878678337,0.6965066,9267.278,9106.018,6031.7783,6188.0933,9246.945,7031.004,7667.0005,5888.124,74377.36,73925.13,7663.669,6965.098,9137.667,8892.533,9346.333,15049.978,9345.901,10624.287,10818.108,16076.687,12509.214,11416.986,70513.79,11867.339,5392.2573,49550.49,88850.336,8098.5806,63300.93,6920.3823,8092.5664,5639.699,1722.446,0,7911.604,7716.4277,0,5971.2783,6007.5557,6989.84,8809.669,9018.166,7714.3066,8006.797,10007.345,
8527,101.05966096280156,5.6877446,7849.109,7450.8984,7846.8403,9102.128,8488.871,10278.454,7380.688,8359.482,7577.1143,7527.121,8222.729,8479.289,6779.4307,8577.988,7323.181,7279.136,9225.764,7733.173,7974.4116,8248.889,7103.692,7308.2026,7952.791,6837.876,7052.768,7686.972,7983.2505,8368.018,7491.112,7357.554,7787.6143,8693.131,8163.516,7512.0933,7653.2085,10814.872,7489.455,8695.238,8324.789,7251.5073,6902.616,7250.4043,9870.357,7522.5757,8158.566,
1322,101.05966393237681,1.0390406,11459.372,10807.384,20571.541,16085.661,8053.3906,17055.281,22540.805,9810.53,8887.739,19082.715,14879.02,15222.955,4897.6426,4328.0454,4818.995,6334.5767,5871.7144,5612.824,5273.6543,6122.972,4397.8613,7163.641,24169.855,5726.233,21248.762,17398.982,18195.88,6576.1045,17870.766,16337.736,25095.184,22550.037,1168.0664,1011.05054,22685.012,14377.041,0,25753.082,18374.744,17212.496,15066.1045,14381.759,12739.124,14210.532,14651.68,
1427,101.07083239796947,1.1185441,4989.4673,5296.974,3291.477,4271.4404,4481.2197,5703.2017,7096.1426,4369.073,4892.0396,6854.055,4458.1533,4245.2207,2243.1975,2715.2505,2351.0244,2807.7825,3016.3035,2800.973,1571.765,3095.7354,2793.113,1862.5957,3674.667,1920.8503,4201.824,3792.0825,4740.6045,1725.1892,6316.5957,3885.9104,6527.4595,6331.601,0,0,7405.1826,4157.0527,0,6403.9355,5459.984,4638.9473,4520.524,3787.8276,3573.435,4054.4348,3623.752,
372,101.07092603540923,0.6108881,105494.08,104196.2,90222.125,104899.95,95570.4,115281.734,115545.7,97027.94,93989.97,104887.6,90630.57,101472.12,47658.46,66576.65,65370.88,71036.67,64013.645,47435.28,40744.164,63381.76,52172.754,49087.01,94677.12,51361.305,104813.28,108340.164,107385.23,48982.39,90582.305,97415.8,107286.86,122527.195,1020.1285,1137.0548,122326.266,101085.76,0,108423.6,121816.3,89339.09,92601.875,94751.89,90329.84,91098.54,92294.11,
6957,101.09603249759712,4.7725925,10956.773,9102.74,10693.545,9381.457,12692.927,10772.685,12821.946,9569.613,9015.2,8598.332,12126.716,9778.845,9474.11,12647.762,8269.046,11301.527,14532.021,17769.457,12291.495,14372.447,13704.163,13680.071,11265.731,10967.847,10598.0625,10530.463,10534.991,10786.614,10829.341,10769.754,9082.208,11138.543,10916.445,13756.481,11635.99,11952.736,8938.624,9077.305,9037.372,16295.797,11421.445,10000.035,14113.32,9701.107,12229.367,
194,102.01296631431877,0.53561115,4673.313,4279.8545,6000.4556,3814.6277,3489.9731,6086.6875,4006.2407,5911.552,6118.824,5071.514,5661.2925,6330.4395,7253.312,4889.124,4263.078,5524.5,5985.387,2845.0823,5411.988,3938.9011,4934.378,4308.4854,5809.803,5515.1167,5065.434,5040.5254,3749.605,5771.012,4052.4343,7596.3433,4142.7314,4829.544,7388.456,5986.8096,5299.2905,4720.346,7281.9995,3924.2002,4054.5828,5255.999,5691.227,5137.891,5835.2256,5348.7935,4284.3213,
1370,102.03712950757225,1.0766293,4509.3438,6367.0093,4228.6655,5004.3496,4711.576,6948.998,7094.642,6086.1836,7082.413,8665.486,4854.6333,7364.0576,2042.4537,1339.98,2212.0588,2264.6533,1019.39886,2360.6548,1629.0585,2026.6123,1640.4432,1432.507,4867.103,2833.0056,5092.4897,3420.205,5095.7266,1569.0024,6650.359,2163.556,5792.1006,5384.93,0,0,6449.006,3536.1335,0,4230.019,7159.9204,4060.0684,3415.1406,2763.9392,2647.073,3170.9866,4168.7144,
1386,102.0548965043799,1.0920024,37967.54,38166.133,46038.285,41637.098,34360.523,38154.066,50055.137,33262.98,39022.805,49598.008,40400.914,39561.816,50529.902,39234.53,51295.145,63013.27,62937.902,58186.81,51068.516,62802.324,58039.707,56280.293,38719.645,57102.477,43017.09,32029.678,45154.598,47384.727,41611.656,35530.56,45399.44,44422.4,3033.7026,2767.0967,46007.844,33128.516,2654.3557,47582.723,45250.594,41497.52,45754.51,41512.67,44101.965,43503.36,47191.72,
1840,102.05490980394336,1.641347,7769.3105,8427.926,8904.336,7300.6113,6109.156,7131.7715,9062.918,6193.49,7324.335,7491.3135,8115.794,5840.649,7943.2607,5824.4883,7227.6113,8310.107,8279.241,8717.294,7085.35,9323.921,6558.552,8698.367,6991.288,6505.314,6829.9814,5130.492,6056.0503,7508.011,6956.17,6851.775,7296.1,6529.0938,2380.0925,2822.2883,7056.4604,6947.125,2973.097,6436.1836,7832.859,5970.4434,7642.5776,6678.9346,8301.758,6119.6533,7505.706,
473,102.05494479670483,0.6411041,413980.78,413245.72,422117.53,410670.9,433928.56,332571.8,379500.5,390017.12,449261.47,422355.88,416449.53,392594.0,640748.7,592171.5,600264.5,553392.75,601636.25,632623.25,670332.5,658110.44,647132.5,693065.1,391780.25,646351.0,420585.12,419073.7,450481.94,702151.7,418356.44,466370.94,434946.8,424587.47,3207.8174,3105.8184,441316.1,445201.0,2864.9587,437829.12,427225.22,490789.8,498396.9,496537.9,492414.2,481774.12,482208.75,
4194,102.12766920189057,3.400806,18716.984,22373.809,27191.557,20257.96,20852.771,22762.693,23428.086,20423.676,21207.324,23571.53,22925.818,21689.838,25211.578,22103.564,29428.03,21642.26,43952.92,26747.223,26997.031,25706.41,22184.818,37205.363,20995.766,24372.275,21630.379,19130.523,21087.89,33524.625,24039.787,20083.15,18861.258,20457.635,19891.523,18369.96,20460.148,19757.48,16892.99,22494.678,23223.623,24192.148,24964.088,27782.588,22432.01,24985.45,23904.523,
1891,102.12767709593118,1.793749,23092.605,23094.125,31054.57,27116.803,26461.44,26310.09,28698.332,23062.412,25477.504,21922.346,20247.223,31946.354,22613.836,23172.76,21113.268,23405.848,23683.236,19818.457,26149.357,26009.154,22382.205,19924.592,24931.465,23871.969,23641.254,22547.045,27959.125,25429.666,22908.44,25382.148,25043.648,21500.186,22111.469,19857.639,26452.154,24116.709,19982.031,24176.07,25297.191,23491.223,24203.416,23464.307,24259.525,25067.932,23356.346,
162,102.97012420561117,0.52634186,2158.762,2761.8528,3393.695,2698.6567,2747.2307,2596.6997,2188.3137,2509.2349,1624.8151,1159.9221,2197.3525,2693.8616,5672.3804,3098.0347,5625.176,6027.3296,3526.1792,4823.125,6861.7725,4168.8716,2479.4536,4283.5547,1197.3923,6963.702,1128.834,1956.8892,1657.4224,6817.969,2207.7812,1419.0496,1188.7875,2245.334,1240.7194,1481.7991,2444.8027,2662.9019,1520.76,2581.885,1982.0564,3485.004,3344.3213,4680.807,3445.327,4664.0376,3819.0442,
1884,103.05419122820564,1.7963426,14882.895,12264.102,16331.964,10929.185,11320.225,10010.279,10010.23,7915.844,14738.867,9948.676,14388.671,7724.6025,6724.6426,7253.8447,6692.1157,9718.133,11709.682,11565.482,8871.223,7058.1094,8643.232,8184.302,3465.3938,7942.2954,7941.6743,6202.3496,7782.501,10253.112,7216.246,6842.0044,8472.059,8365.074,1043.5032,1165.2661,7587.898,13355.382,1049.7439,6832.635,8748.199,8463.309,12468.725,6971.5557,7233.4893,8587.492,7397.4688,
5307,103.05420089505985,3.9781477,9505.373,24041.377,18192.37,17025.707,11518.447,19983.748,16577.828,9627.115,11359.503,20556.49,12796.941,15559.001,14079.187,15743.659,13851.345,9328.002,13082.048,17964.611,12921.681,20822.498,13563.13,16212.63,50506.33,8418.64,17516.566,12275.386,21711.973,24172.998,16651.654,9185.908,14900.135,7871.3145,1151.3253,1800.0142,24013.99,14386.55,2731.3494,9301.364,15380.786,16082.15,16740.377,19913.105,16594.87,19768.02,18736.555,
2616,103.05422459717715,2.543885,196963.94,232544.06,201711.9,233201.03,172716.31,233300.6,317119.03,159840.7,196461.58,321963.44,218364.14,236537.97,212068.61,129045.305,195453.73,224188.3,201513.81,225850.05,189898.62,257706.61,347469.03,250019.95,346550.9,327060.44,313582.28,230755.77,261948.36,242351.39,312944.12,256189.77,376760.3,379779.34,1445.9075,1840.7476,361571.47,316958.12,1566.6545,339914.3,383189.2,246011.92,256504.58,255719.62,258433.53,251536.94,243185.3,
3152,103.0752878848775,2.8846507,7242.6953,5507.3765,8107.186,6579.545,6778.8936,6247.947,7181.8955,7656.613,6432.705,6044.382,7872.6035,8113.229,6337.696,6701.9023,6085.707,5930.825,6475.001,7162.681,7916.7363,6730.873,7107.186,6602.0645,7976.665,6235.748,6429.5264,5696.194,7271.8145,6851.5605,6327.892,7242.121,6458.877,6824.0356,6001.611,4857.808,6296.2373,6297.136,6904.41,6481.462,7684.157,6300.0405,6690.7725,6682.8604,6234.913,6874.082,6124.1475,
2629,103.0755576687275,2.5449977,5449.556,7835.401,6956.2656,4929.9546,5491.793,7754.207,7679.5645,5659.0083,6361.9463,4261.645,7317.14,8253.3125,4962.002,5324.278,5732.2314,7767.8345,6890.7056,7584.334,6519.1577,8355.371,4728.7017,8498.363,12166.043,10760.135,6641.538,8122.448,9356.847,7709.0957,8315.921,8473.727,13266.818,13410.377,5015.1875,3641.3115,12423.284,4815.633,3804.3604,10796.922,13707.245,7364.2593,8735.819,9315.565,8953.587,8353.571,5563.7026,
139,103.12403305544278,0.53052676,1406.3057,3273.9514,1967.7535,2359.5332,19183.434,6887.6846,1501.1509,1527.2201,1936.2223,2634.2197,3306.4932,1949.3243,0,0,1061.7377,0,0,0,0,0,0,0,2249.6465,0,1612.4204,1882.0853,2024.0969,1096.5956,2399.438,2794.4062,2242.1074,1915.5503,1550.036,1099.6447,1707.081,1792.7189,1141.2157,1475.5292,1999.8407,0,0,1287.6509,1304.5216,1314.5912,1457.4991,
1351,104.05281563975197,1.065307,75342.016,72663.664,78438.71,98486.46,64246.617,88647.18,128792.766,71890.95,69918.09,105331.26,75845.97,78838.375,193437.98,77234.1,188235.25,217610.7,252137.2,240140.72,151346.98,258139.3,266267.22,222598.16,103021.46,245574.8,109304.01,87623.18,99653.84,159695.02,122101.92,82424.82,129118.48,115658.56,0,0,108167.15,81283.055,0,118637.664,135535.22,142526.52,141859.47,131748.64,142096.44,130475.96,144942.33,
413,104.05926930408233,0.63027567,911384.44,3234.576,3363.092,4026.6704,2767.2844,2967.58,3529.0388,3651.5295,1575439.0,2391496.5,3508.7222,3400.0894,7132.838,3907.7573,5129.2036,3564.4807,3880.1487,4036.2583,5229.744,6041.2065,4816.9004,3513.1294,3235928.8,3654.1116,2213502.8,2312412.5,1403187.8,4938.867,2208173.5,4277.0107,2635.5308,3107.4468,0,0,4198.4355,3691.4485,0,3047.4194,5685.785,3103.8503,4149.0,4371.55,2995.4521,3204.1277,4008.1013,
439,104.07084507881801,0.6292385,2498815.0,3274537.2,3602852.0,3265154.8,2374514.0,3509658.0,4000426.2,3250134.0,2522759.8,3128421.2,3181953.0,3862798.5,1680350.2,1237809.1,1756531.1,1909496.5,1779994.6,1058236.2,1125229.6,1228389.1,1328158.6,1146863.5,4028730.2,1511817.5,2505280.8,2301126.2,2169438.5,927645.7,1980134.9,2174260.0,3092050.8,2556797.2,5567.326,5152.864,2471391.2,2170255.2,5477.8413,2604223.5,2514945.5,2221395.5,2268050.0,2242724.0,2233537.2,2214562.8,2223214.0,
427,104.09393684288868,0.6278904,3123983.8,132108.72,143004.55,132729.67,106918.73,138294.92,151994.53,129789.12,3109857.0,2520024.8,130088.77,147858.3,68835.86,52598.855,71312.83,80404.016,73141.84,44538.836,48305.63,52922.113,57636.74,49119.5,3105872.2,62775.418,3579656.5,1365270.6,3196872.5,39762.324,3990039.2,95045.14,117586.125,105933.516,0,0,107475.34,92298.25,0,114183.45,107222.24,97869.77,98144.3,97424.34,98105.21,94391.85,95670.56,
339,104.10742493964344,0.5997597,4192158.0,4506788.5,4506087.0,4466335.0,4441916.5,4643859.0,4407152.5,4585277.0,4389543.0,4330805.5,4592687.5,4476118.0,5670889.5,5260226.5,5272734.5,5682777.0,5775661.5,4989835.0,5648266.5,5563362.0,5266481.5,5767653.0,4941279.0,5472024.0,4934230.5,4683364.5,4679945.5,5657913.0,4582028.5,4449416.5,4429269.0,4593084.0,8872.389,7739.36,4920398.5,4384611.5,7617.8647,4589294.0,4698523.5,5018817.0,4913672.0,4842932.5,4947553.0,4967198.5,5000268.0,
398,104.12444456584365,0.61358917,158717.28,246090.86,246382.36,240655.11,223540.2,258637.58,264137.53,246773.94,146173.31,240138.08,256970.73,247996.95,240099.12,236874.97,246594.2,247402.27,226115.17,229606.95,223190.36,248424.78,252475.42,223825.72,201858.33,220237.56,208300.02,232462.77,194366.83,236752.47,238495.19,213606.36,240953.31,242561.48,0,0,263302.97,204365.48,0,244155.11,251163.48,234147.69,210058.78,253746.78,258277.94,212326.12,204740.72,
346,104.13060689106116,0.60107386,158717.28,177335.98,179575.9,187479.2,183859.34,187328.0,174803.86,186840.39,172290.28,171168.28,191065.84,177607.34,222886.9,217793.34,201646.33,225291.2,254658.6,190189.39,223190.36,218394.52,205236.11,223825.72,201858.33,220028.14,208300.02,189344.38,194366.83,219746.31,175772.17,174959.19,178648.31,185117.2,0,0,213476.98,178259.11,0,186491.97,192796.08,200414.48,200447.81,198212.2,200136.73,212326.12,204740.72,
400,104.22926250225171,0.6179584,6729.465,10145.678,8499.805,9608.859,8273.75,7971.0933,12888.361,10300.813,13911.334,7933.427,8411.409,12683.606,13927.937,8741.06,13741.025,8650.99,9159.215,9855.681,10706.174,9372.889,8418.853,11909.491,10619.596,9181.647,12759.085,9029.176,10048.923,9581.175,8255.362,11958.189,7814.697,6967.322,0,0,10891.922,7765.3145,0,7834.4917,11172.61,8052.264,11392.398,12505.517,9845.928,10430.759,8404.457,
443,104.23734570024673,0.62113696,4376.018,6686.1724,7437.9014,6104.266,3686.2617,5476.6274,9377.483,7117.3003,9820.883,5421.112,5386.859,6259.204,13927.937,3927.1458,13741.025,8134.8525,9159.215,9855.681,10706.174,8145.201,6873.2603,11909.491,8660.212,9181.647,8628.159,8212.853,7510.6416,9581.175,4987.46,4867.577,5919.5645,4412.9116,0,0,8631.542,5510.6455,0,6718.0547,8673.971,7256.51,8105.9424,12505.517,8809.903,8315.503,7362.4375,
403,104.25342001853122,0.6191509,3335.4697,5474.1416,5832.8286,4402.276,3661.5933,5212.2344,8414.848,6135.672,8283.64,5337.9927,5828.3403,6275.6245,6890.36,6164.384,6546.318,7265.3843,7997.1963,5960.354,6603.3203,6868.142,6510.9785,7313.8086,7884.3936,5807.672,8416.197,7104.3677,7823.7837,6810.9336,5029.114,4585.583,5125.4375,5039.9194,0,0,7782.004,5440.149,0,6258.351,8028.1016,5804.877,8100.5225,6104.924,7245.59,7238.0244,6429.926,
401,104.26423539432915,0.61835605,2998.6147,4857.373,5615.2607,4302.41,3837.5667,4038.0151,7879.7383,5563.532,8192.792,4351.1387,5399.538,5288.1743,7441.396,6183.898,6686.514,7077.367,6606.555,6006.966,6108.997,6043.894,6642.1914,7386.2573,6777.764,6382.6196,7737.575,6549.9614,6534.493,6450.75,4158.1074,3886.7607,4922.2324,3909.0933,0,0,6985.7974,4462.6562,0,5243.676,7718.4775,5815.61,6604.526,6115.746,6696.1636,6579.1606,5306.062,
446,104.27666800084114,0.62292457,2839.0605,3365.414,3487.5457,3047.3184,3195.3735,3288.6648,5009.28,3216.17,7751.2617,3923.676,3338.93,3338.726,5211.6597,3526.2202,4006.063,4475.3135,4877.7837,3603.0068,4555.6694,4511.2617,3289.6858,4415.313,4892.7256,4115.7793,6474.945,5299.931,5839.7915,3535.9944,4016.9883,3294.063,3379.5295,2941.7341,0,0,6434.121,3872.8088,0,5203.684,7107.917,4662.717,6207.7017,4615.189,5503.1177,6305.87,4808.2607,
454,104.29051824446258,0.622727,2272.274,3213.313,2357.6318,2293.3013,2031.5029,2908.2131,3627.491,3188.8408,6361.343,3493.0,2370.0469,2534.5996,4050.9946,2492.6072,3462.6848,4567.022,3909.94,3256.627,2888.5654,3307.8174,3254.7615,4428.48,3302.424,3538.2458,6347.7188,5107.646,4981.169,4065.1074,3245.9448,3214.905,2647.9265,2234.825,0,0,5719.8115,3793.3738,0,4248.646,5201.1543,4141.108,5165.809,4615.189,4611.9604,5425.378,4459.994,
437,104.30315570677054,0.6225286,1707.7623,2747.712,2324.7969,2280.941,1702.3136,2908.2131,3367.284,2418.5981,5939.2056,3196.4446,1863.3192,2296.8765,2631.3184,1922.0634,3054.6472,2472.3958,2985.6465,2279.8406,2109.251,2248.9578,2303.2146,2933.4353,3244.0718,2095.5217,5543.568,4826.701,4969.4766,2397.5173,3225.5918,2957.9248,2517.336,2144.0952,0,0,5354.7065,3298.3303,0,3900.8098,5422.458,3894.4858,4708.225,4343.4893,4637.88,4875.305,3957.256,
1278,105.00047515130711,1.0140558,1810.532,2248.1946,1934.272,2339.0415,2932.2998,2520.3958,2484.2927,1640.5919,2190.0056,2067.682,3293.271,1918.3906,5234.409,5065.923,3810.3877,4140.3315,3231.3574,3838.2915,4767.3076,2960.0603,3891.7908,4780.8574,1912.1726,4165.056,2796.2085,1291.9679,2589.368,4050.1592,2056.485,2740.7202,2818.1406,1962.3071,0,0,2461.3354,1429.7219,0,2079.3726,2103.3105,3024.0476,3640.0376,2202.4075,3930.521,3122.7131,3094.0652,
5853,105.0181689927826,4.242227,1491.2046,10065.543,7463.7505,5123.4546,3228.7683,9899.225,4201.5933,2417.9065,2321.0815,6577.736,14177.84,7562.388,1418.9246,2046.2673,1791.5321,2545.639,2792.4534,1999.456,1651.279,1376.3982,1753.2476,1764.4376,8578.454,1436.0186,6012.7544,3698.3892,7167.735,3029.6426,6569.4175,5841.1387,3946.4817,4461.478,0,0,8711.026,7919.5005,0,3901.2195,7219.257,3877.099,4791.4917,4671.589,3259.1458,3730.0232,4899.8545,
8193,105.03346386363157,5.214591,5552.7056,7177.9805,6678.6963,6341.9644,8894.169,9026.389,7365.943,8780.321,7325.6245,6993.992,8305.6,9184.314,7294.2456,8273.52,6580.619,6766.3364,6665.502,5948.7197,7358.514,6964.392,8295.362,7038.4062,7534.6885,8021.3267,9547.615,7432.922,8385.402,5628.6206,6730.1777,7596.0894,8747.314,7219.9175,7584.911,7043.8345,8046.059,7717.108,6027.028,9239.441,6784.834,6476.7705,5607.8394,7550.8354,8023.7666,8755.018,9418.662,
9269,105.03347441724951,6.5721064,6080.654,8584.172,6972.686,6201.104,6144.969,6296.6797,6581.562,6791.272,7225.823,6292.138,7501.008,7385.6807,6460.7764,6420.26,8024.909,7126.311,6348.46,7679.7236,8754.098,8136.907,6454.735,6886.437,7170.218,7316.6865,7912.136,6520.894,6097.7163,7290.9424,6438.6978,7059.18,6622.211,8331.919,6430.8,6341.2544,6320.513,7632.3354,6386.353,8101.872,6602.3496,9299.581,6451.7866,9110.807,7429.239,7651.962,7809.4194,
3283,105.03350552680249,2.9683232,5868.6284,8163.404,11735.134,6693.8574,9294.4,9387.3,9455.268,5159.3433,8229.234,8462.435,9274.874,5319.918,7127.563,5599.2217,8647.306,4434.8774,9077.213,8917.966,6066.3013,5437.64,5108.1074,4948.965,17780.58,6066.9365,8185.7437,11424.074,9139.504,6846.9956,11254.326,16074.86,16507.771,15210.165,0,0,10654.884,19688.863,0,9154.95,12594.563,7314.391,8119.7446,8293.546,7818.1455,10362.611,8211.625,
1373,105.03683770358958,1.0740472,5556.549,4955.4897,10497.127,6129.8784,7219.3486,5948.6987,9072.167,9731.936,7695.0146,7029.114,7692.59,10165.13,3206.079,2225.7852,3515.9114,3715.3428,2279.8108,3295.9536,3135.586,2686.2524,2643.1646,2100.2341,8637.327,3025.1995,15222.565,10602.419,15455.628,1722.6056,7533.858,6896.554,12875.836,14458.891,0,0,7918.738,7596.6367,0,16417.084,6963.2505,6324.7715,5356.5728,7397.343,5835.8066,3229.1362,6122.713,
2606,105.04469865172658,2.5381954,7188.188,8569.854,4925.0815,7361.5474,4467.961,7188.9727,9740.258,5264.3477,5115.699,8629.363,7372.0444,6165.9204,5501.7925,3714.1255,5317.8516,4753.297,6685.2964,6748.027,6882.0513,8818.314,9270.47,7409.0913,11377.916,8958.538,8376.4,8023.101,9933.937,6379.5684,9956.491,9204.141,10944.879,8826.082,1040.0048,0,14447.596,9446.16,0,6963.5225,9218.904,12356.368,8515.0625,7393.5557,7225.3984,10645.759,6260.522,
2003,105.0545930874222,2.2430754,7974.316,7771.4624,6257.0977,5264.396,5980.7603,7204.9106,7046.287,5627.1626,9291.403,6550.738,10660.45,6056.4854,9264.358,15944.732,16897.715,17991.225,14370.915,15269.818,17417.404,17509.217,19980.52,13563.576,3981.6204,14241.71,8235.653,7458.075,6907.715,15692.117,9012.127,7093.157,7283.191,7591.1816,0,0,3353.2383,9151.944,0,5783.3115,5567.081,12795.4,12086.567,10004.004,11538.632,13560.247,11349.321,
2605,105.06984057100534,2.5390651,16144.87,17274.861,16620.877,17585.727,13704.575,16519.777,20627.855,12414.706,15560.916,18350.139,15585.04,17418.863,18345.443,12939.284,14243.001,15463.791,13239.812,17135.318,12712.534,16824.127,19398.959,17314.598,23151.709,17940.203,17730.53,16757.877,16726.283,14289.059,18272.482,18652.791,20117.559,23996.969,8462.024,7881.779,19403.695,18862.26,8611.394,20788.305,22295.316,15982.994,21008.254,18065.37,16458.744,15235.129,16934.781,
